arrival_ms,sequence,rtp_timestamp,ssrc,packet_bytes,payload_bytes
1054.785602,3633,3892627478,503216783,698,686
1054.827779,3634,3892627478,503216783,1472,1460
1054.841192,3635,3892627478,503216783,1472,1460
1054.850463,3636,3892627478,503216783,1472,1460
1054.862337,3637,3892627478,503216783,1472,1460
1054.871389,3638,3892627478,503216783,1143,1131
1055.283653,3639,3892639478,503216783,896,884
1055.295496,3640,3892633478,503216783,200,188
1055.303698,3641,3892630478,503216783,141,129
1055.314472,3642,3892636478,503216783,186,174
1055.321747,3643,3892651478,503216783,844,832
1055.32921,3644,3892645478,503216783,218,206
1055.345453,3645,3892642478,503216783,143,131
1055.3526,3646,3892648478,503216783,203,191
1055.360355,3647,3892663478,503216783,933,921
1055.371788,3648,3892657478,503216783,219,207
1055.379466,3649,3892654478,503216783,192,180
1055.387084,3650,3892660478,503216783,198,186
1055.396091,3651,3892675478,503216783,951,939
1055.404031,3652,3892669478,503216783,231,219
1055.411437,3653,3892666478,503216783,167,155
1055.456789,3654,3892672478,503216783,141,129
1055.46467,3655,3892687478,503216783,930,918
1087.976971,3656,3892681478,503216783,165,153
1121.288678,3657,3892678478,503216783,194,182
1154.655201,3658,3892684478,503216783,196,184
1188.10158,3659,3892699478,503216783,931,919
1221.912963,3660,3892693478,503216783,214,202
1255.006669,3661,3892690478,503216783,168,156
1288.289266,3662,3892696478,503216783,173,161
1321.720233,3663,3892711478,503216783,919,907
1354.92019,3664,3892705478,503216783,215,203
1388.435338,3665,3892702478,503216783,175,163
1421.682854,3666,3892708478,503216783,192,180
1455.078712,3667,3892723478,503216783,836,824
1488.229976,3668,3892717478,503216783,282,270
1521.726504,3669,3892714478,503216783,191,179
1555.044271,3670,3892720478,503216783,217,205
1588.293801,3671,3892735478,503216783,999,987
1621.793727,3672,3892729478,503216783,214,202
1654.966259,3673,3892726478,503216783,179,167
1688.426757,3674,3892732478,503216783,179,167
1721.582672,3675,3892747478,503216783,980,968
1755.288417,3676,3892741478,503216783,246,234
1788.23564,3677,3892738478,503216783,193,181
1821.635009,3678,3892744478,503216783,242,230
1855.00814,3679,3892759478,503216783,821,809
1888.429157,3680,3892753478,503216783,276,264
1921.716038,3681,3892750478,503216783,186,174
1955.064687,3682,3892756478,503216783,211,199
1988.465067,3683,3892771478,503216783,864,852
2021.559721,3684,3892765478,503216783,292,280
2055.072877,3685,3892762478,503216783,209,197
2088.433468,3686,3892768478,503216783,181,169
2121.649741,3687,3892783478,503216783,940,928
2155.079945,3688,3892777478,503216783,266,254
2188.575169,3689,3892774478,503216783,225,213
2221.695973,3690,3892780478,503216783,226,214
2254.976506,3691,3892795478,503216783,1017,1005
2288.399571,3692,3892789478,503216783,267,255
2321.822983,3693,3892786478,503216783,217,205
2355.06269,3694,3892792478,503216783,222,210
2388.401885,3695,3892807478,503216783,924,912
2421.767572,3696,3892801478,503216783,279,267
2455.193679,3697,3892798478,503216783,232,220
2488.412295,3698,3892804478,503216783,228,216
2521.691137,3699,3892819478,503216783,917,905
2554.977621,3700,3892813478,503216783,220,208
2588.398513,3701,3892810478,503216783,179,167
2621.771949,3702,3892816478,503216783,192,180
2655.202045,3703,3892831478,503216783,849,837
2688.434031,3704,3892825478,503216783,195,183
2721.556563,3705,3892822478,503216783,156,144
2755.090306,3706,3892828478,503216783,154,142
2788.416436,3707,3892843478,503216783,877,865
2821.75378,3708,3892837478,503216783,198,186
2855.010744,3709,3892834478,503216783,186,174
2888.50385,3710,3892840478,503216783,190,178
2921.648416,3711,3892855478,503216783,1048,1036
2955.085671,3712,3892849478,503216783,254,242
2988.630065,3713,3892846478,503216783,191,179
3021.611983,3714,3892852478,503216783,224,212
3055.140767,3715,3892867478,503216783,1005,993
3088.37152,3716,3892861478,503216783,264,252
3121.686303,3717,3892858478,503216783,214,202
3155.016945,3718,3892864478,503216783,167,155
3188.547003,3719,3892879478,503216783,1009,997
3221.72888,3720,3892873478,503216783,253,241
3255.202757,3721,3892870478,503216783,191,179
3288.503207,3722,3892876478,503216783,168,156
3321.612643,3723,3892891478,503216783,976,964
3355.20768,3724,3892885478,503216783,221,209
3388.38498,3725,3892882478,503216783,188,176
3421.549541,3726,3892888478,503216783,234,222
3455.147576,3727,3892903478,503216783,851,839
3488.290437,3728,3892897478,503216783,254,242
3521.582103,3729,3892894478,503216783,196,184
3554.809193,3730,3892900478,503216783,181,169
3588.232189,3731,3892915478,503216783,1003,991
3621.663698,3732,3892909478,503216783,230,218
3655.225487,3733,3892906478,503216783,166,154
3688.418538,3734,3892912478,503216783,173,161
3721.680079,3735,3892927478,503216783,913,901
3755.119394,3736,3892921478,503216783,222,210
3788.40729,3737,3892918478,503216783,196,184
3821.684216,3738,3892924478,503216783,204,192
3854.990566,3739,3892939478,503216783,872,860
3888.563834,3740,3892933478,503216783,270,258
3921.767273,3741,3892930478,503216783,194,182
3955.260504,3742,3892936478,503216783,205,193
3988.548359,3743,3892951478,503216783,803,791
4021.590669,3744,3892945478,503216783,254,242
4055.073816,3745,3892942478,503216783,199,187
4088.405278,3746,3892948478,503216783,195,183
4121.760329,3747,3892963478,503216783,827,815
4155.085682,3748,3892957478,503216783,255,243
4188.64307,3749,3892954478,503216783,186,174
4221.769857,3750,3892960478,503216783,200,188
4255.276338,3751,3892975478,503216783,962,950
4288.470769,3752,3892969478,503216783,240,228
4321.766965,3753,3892966478,503216783,245,233
4355.288609,3754,3892972478,503216783,203,191
4388.46646,3755,3892987478,503216783,792,780
4421.902667,3756,3892981478,503216783,274,262
4455.272735,3757,3892978478,503216783,212,200
4488.654102,3758,3892984478,503216783,196,184
4521.690078,3759,3892999478,503216783,930,918
4555.03163,3760,3892993478,503216783,212,200
4588.474851,3761,3892990478,503216783,250,238
4621.647145,3762,3892996478,503216783,185,173
4654.928295,3763,3893011478,503216783,837,825
4688.368859,3764,3893005478,503216783,238,226
4721.802424,3765,3893002478,503216783,193,181
4755.118353,3766,3893008478,503216783,183,171
4788.57818,3767,3893023478,503216783,914,902
4821.766168,3768,3893017478,503216783,251,239
4855.072135,3769,3893014478,503216783,180,168
4888.522017,3770,3893020478,503216783,188,176
4921.622605,3771,3893035478,503216783,955,943
4955.024702,3772,3893029478,503216783,266,254
4988.41832,3773,3893026478,503216783,190,178
5021.701467,3774,3893032478,503216783,222,210
5055.110786,3775,3893047478,503216783,844,832
5088.451047,3776,3893041478,503216783,248,236
5121.746815,3777,3893038478,503216783,236,224
5155.023761,3778,3893044478,503216783,210,198
5188.534594,3779,3893059478,503216783,916,904
5221.733181,3780,3893053478,503216783,285,273
5255.03354,3781,3893050478,503216783,257,245
5288.452056,3782,3893056478,503216783,219,207
5321.740299,3783,3893071478,503216783,889,877
5355.212991,3784,3893065478,503216783,264,252
5388.495411,3785,3893062478,503216783,257,245
5421.726383,3786,3893068478,503216783,235,223
5455.068732,3787,3893083478,503216783,961,949
5488.553612,3788,3893077478,503216783,340,328
5521.617246,3789,3893074478,503216783,248,236
5555.142392,3790,3893080478,503216783,197,185
5588.556203,3791,3893095478,503216783,1007,995
5627.459994,3792,3893089478,503216783,279,267
5654.702129,3793,3893086478,503216783,193,181
5688.029604,3794,3893092478,503216783,201,189
5721.637482,3795,3893107478,503216783,961,949
5755.032234,3796,3893101478,503216783,265,253
5788.571398,3797,3893098478,503216783,176,164
5821.602026,3798,3893104478,503216783,226,214
5855.209064,3799,3893119478,503216783,1113,1101
