arrival_ms,sequence,rtp_timestamp,ssrc,packet_bytes,payload_bytes
3069.793613,1024,2673655740,2183280331,698,686
3070.797205,1037,2673676740,2183280331,203,191
3078.136519,1033,2673664740,2183280331,186,174
3078.432757,1031,2673661740,2183280331,200,188
3080.293859,1042,2673703740,2183280331,951,939
3081.41773,1032,2673658740,2183280331,141,129
3082.849262,1039,2673685740,2183280331,219,207
3083.747423,1043,2673697740,2183280331,231,219
3086.297832,1028,2673655740,2183280331,1472,1460
3087.485118,1029,2673655740,2183280331,1143,1131
3088.080584,1046,2673715740,2183280331,930,918
3091.273828,1034,2673679740,2183280331,844,832
3092.196491,1045,2673700740,2183280331,141,129
3092.850788,1044,2673694740,2183280331,167,155
3095.047288,1025,2673655740,2183280331,1472,1460
3097.538367,1041,2673688740,2183280331,198,186
3098.275479,1038,2673691740,2183280331,933,921
3100.220894,1035,2673673740,2183280331,218,206
3101.422404,1040,2673682740,2183280331,192,180
3106.128158,1036,2673670740,2183280331,143,131
3108.41656,1026,2673655740,2183280331,1472,1460
3110.74734,1030,2673667740,2183280331,896,884
3113.010817,1027,2673655740,2183280331,1472,1460
3114.523307,1047,2673709740,2183280331,165,153
3150.986195,1048,2673706740,2183280331,194,182
3176.750735,1049,2673712740,2183280331,196,184
3224.999812,1050,2673727740,2183280331,931,919
3255.079849,1051,2673721740,2183280331,214,202
3290.532804,1052,2673718740,2183280331,168,156
3343.392071,1053,2673724740,2183280331,173,161
3363.202666,1054,2673739740,2183280331,919,907
3385.758787,1055,2673733740,2183280331,215,203
3423.557819,1056,2673730740,2183280331,175,163
3455.714431,1057,2673736740,2183280331,192,180
3471.46624,1058,2673751740,2183280331,836,824
3530.770795,1059,2673745740,2183280331,282,270
3568.811092,1060,2673742740,2183280331,191,179
3573.905549,1061,2673748740,2183280331,217,205
3619.173402,1062,2673763740,2183280331,999,987
3652.511198,1063,2673757740,2183280331,214,202
3684.373579,1064,2673754740,2183280331,179,167
3717.138461,1065,2673760740,2183280331,179,167
3766.181682,1067,2673769740,2183280331,246,234
3772.50539,1066,2673775740,2183280331,980,968
3828.24136,1068,2673766740,2183280331,193,181
3865.532895,1069,2673772740,2183280331,242,230
3896.938572,1070,2673787740,2183280331,821,809
3918.388817,1071,2673781740,2183280331,276,264
3948.535878,1072,2673778740,2183280331,186,174
3977.649443,1073,2673784740,2183280331,211,199
4029.706758,1074,2673799740,2183280331,864,852
4041.706139,1075,2673793740,2183280331,292,280
4081.527747,1076,2673790740,2183280331,209,197
4115.938857,1077,2673796740,2183280331,181,169
4139.128767,1078,2673811740,2183280331,940,928
4181.842299,1079,2673805740,2183280331,266,254
4229.888598,1080,2673802740,2183280331,225,213
4264.349814,1081,2673808740,2183280331,226,214
4285.841578,1082,2673823740,2183280331,1017,1005
4307.643298,1083,2673817740,2183280331,267,255
4369.579297,1084,2673814740,2183280331,217,205
4382.732518,1085,2673820740,2183280331,222,210
4410.470657,1086,2673835740,2183280331,924,912
4461.493482,1087,2673829740,2183280331,279,267
4491.477762,1088,2673826740,2183280331,232,220
4513.954551,1089,2673832740,2183280331,228,216
4555.277273,1090,2673847740,2183280331,917,905
4595.495202,1091,2673841740,2183280331,220,208
4614.982519,1092,2673838740,2183280331,179,167
4651.44126,1093,2673844740,2183280331,192,180
4686.942791,1094,2673859740,2183280331,849,837
4714.951983,1095,2673853740,2183280331,195,183
4755.940979,1096,2673850740,2183280331,156,144
4802.124344,1097,2673856740,2183280331,154,142
4821.582113,1098,2673871740,2183280331,877,865
4859.948658,1099,2673865740,2183280331,198,186
4907.964483,1100,2673862740,2183280331,186,174
4930.36326,1101,2673868740,2183280331,190,178
4961.514198,1102,2673883740,2183280331,1048,1036
5000.199245,1103,2673877740,2183280331,254,242
5031.10831,1104,2673874740,2183280331,191,179
5048.023769,1105,2673880740,2183280331,224,212
5073.154673,1106,2673895740,2183280331,1005,993
5124.906763,1107,2673889740,2183280331,264,252
5147.427246,1108,2673886740,2183280331,214,202
5205.93803,1109,2673892740,2183280331,167,155
5222.110551,1110,2673907740,2183280331,1009,997
5247.958161,1111,2673901740,2183280331,253,241
5285.769289,1112,2673898740,2183280331,191,179
5316.645994,1113,2673904740,2183280331,168,156
