run_id,variant,profile,repeat,status,git_commit,evidence_sha256,reason_latency_ms,a2a_reference_bytes,prover_time_ms,verifier_gas,anchor_gas,rtp_jitter_ms,rtp_loss_pct,dtls_rtp_jitter_ms,dtls_rtp_loss_pct,replay_rejected,zero_anchor_rejected,unauthorized_submitter_rejected
no_policy_gate_delay_30ms_jitter_10ms_loss_1pct_r10_20260531T185019Z,no_policy_gate,delay_30ms_jitter_10ms_loss_1pct,10,PASS,8308697d5ad79597fdd137a1388623babf287b8e,7a9b2445d548d37f816c884354d51add1c03e070c85a01947916cfa83ff93c72,,,,,,,,,,,,
